ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
221626_at	1.36e-09	1.90e-11	10.1585508	16.08506	1.20	ZNF506	zinc finger protein 506
60528_at	1.36e-09	1.92e-11	-10.1557543	16.07837	-1.77	PLA2G4B///JMJD7-PLA2G4B	phospholipase A2 group IVB///JMJD7-PLA2G4B readthrough
217738_at	1.39e-09	1.96e-11	-10.1459763	16.05499	-1.64	NAMPT	nicotinamide phosphoribosyltransferase
38918_at	1.39e-09	1.97e-11	10.1432174	16.04839	1.50	SOX13	SRY-box 13
217497_at	1.40e-09	1.99e-11	-10.1399789	16.04064	-3.78	TYMP	thymidine phosphorylase
AFFX-HUMISGF3A/M97935_3_at	1.40e-09	2.00e-11	-10.1376129	16.03498	-1.92	STAT1	signal transducer and activator of transcription 1
221803_s_at	1.41e-09	2.02e-11	-10.1344395	16.02738	-2.13	NRBF2	nuclear receptor binding factor 2
205857_at	1.41e-09	2.03e-11	10.1323844	16.02246	2.78	SLC18A2	solute carrier family 18 member A2
202859_x_at	1.42e-09	2.05e-11	-10.1283912	16.0129	-6.55	CXCL8	C-X-C motif chemokine ligand 8
209431_s_at	1.43e-09	2.09e-11	10.120355	15.99365	1.72	PATZ1	POZ/BTB and AT hook containing zinc finger 1
212153_at	1.43e-09	2.09e-11	10.1198226	15.99238	1.23	POGZ	pogo transposable element with ZNF domain
201524_x_at	1.44e-09	2.11e-11	-10.1150293	15.98089	-9.21e-01	UBE2N	ubiquitin conjugating enzyme E2 N
214179_s_at	1.46e-09	2.14e-11	10.1097063	15.96813	1.03	NFE2L1	nuclear factor, erythroid 2 like 1
33850_at	1.49e-09	2.19e-11	10.0993545	15.94331	1.28	MAP4	microtubule associated protein 4
218943_s_at	1.56e-09	2.30e-11	-10.078852	15.89411	-3.78	DDX58	DEXD/H-box helicase 58
205847_at	1.64e-09	2.44e-11	-10.0547185	15.83611	-2.15	PRSS22	protease, serine 22
201951_at	1.67e-09	2.49e-11	10.0462459	15.81574	2.09	ALCAM	activated leukocyte cell adhesion molecule
222223_s_at	1.70e-09	2.54e-11	-10.0383209	15.79667	-2.90	IL36RN	interleukin 36 receptor antagonist
212863_x_at	1.71e-09	2.58e-11	10.0324807	15.78261	6.91e-01	CTBP1	C-terminal binding protein 1
201489_at	1.75e-09	2.64e-11	-10.0224128	15.75836	-1.93	PPIF	peptidylprolyl isomerase F
218095_s_at	1.88e-09	2.84e-11	-9.991503	15.68384	-1.13	TMEM165	transmembrane protein 165
206562_s_at	1.98e-09	3.00e-11	-9.9689475	15.62938	-1.71	CSNK1A1	casein kinase 1 alpha 1
219895_at	2.00e-09	3.06e-11	9.9614321	15.61122	3.16	TMEM255A	transmembrane protein 255A
213313_at	2.02e-09	3.10e-11	9.9556391	15.59722	9.68e-01	RABGAP1	RAB GTPase activating protein 1
221107_at	2.02e-09	3.10e-11	-9.9550892	15.59589	-3.89	CHRNA9	cholinergic receptor nicotinic alpha 9 subunit
204607_at	2.03e-09	3.13e-11	9.9520272	15.58848	3.88	HMGCS2	3-hydroxy-3-methylglutaryl-CoA synthase 2
214241_at	2.03e-09	3.14e-11	9.95085	15.58564	1.64	NDUFB8	NADH:ubiquinone oxidoreductase subunit B8
221864_at	2.05e-09	3.18e-11	9.9453624	15.57236	1.61	ORAI3	ORAI calcium release-activated calcium modulator 3
209459_s_at	2.07e-09	3.22e-11	9.9394599	15.55808	3.07	ABAT	4-aminobutyrate aminotransferase
205916_at	2.21e-09	3.46e-11	-9.9106546	15.48832	-4.83	S100A7	S100 calcium binding protein A7
215977_x_at	2.22e-09	3.49e-11	-9.9070161	15.4795	-3.14	GK	glycerol kinase
218309_at	2.26e-09	3.57e-11	9.8978361	15.45724	2.26	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1
208967_s_at	2.26e-09	3.57e-11	-9.8974738	15.45636	-1.07	AK2	adenylate kinase 2
202626_s_at	2.28e-09	3.63e-11	-9.8910281	15.44072	-3.18	LYN	LYN proto-oncogene, Src family tyrosine kinase
204788_s_at	2.32e-09	3.71e-11	9.8820651	15.41897	2.00	PPOX	protoporphyrinogen oxidase
205752_s_at	2.32e-09	3.71e-11	9.8819529	15.4187	2.10	GSTM5	glutathione S-transferase mu 5
206166_s_at	2.48e-09	3.99e-11	-9.8518425	15.34554	-2.14	CLCA2	chloride channel accessory 2
219127_at	2.51e-09	4.04e-11	9.8468107	15.3333	2.85	PRR15L	proline rich 15 like
217059_at	2.51e-09	4.06e-11	9.8446784	15.32811	4.31	MUC7	mucin 7, secreted
220197_at	2.53e-09	4.11e-11	9.8396192	15.3158	3.59	ATP6V0A4	ATPase H+ transporting V0 subunit a4
205141_at	2.53e-09	4.11e-11	9.8389865	15.31426	2.04	ANG	angiogenin
219525_at	2.53e-09	4.13e-11	9.837814	15.31141	2.87	SLC47A1	solute carrier family 47 member 1
208934_s_at	2.59e-09	4.24e-11	-9.8265866	15.28408	-1.42	LGALS8	galectin 8
210594_x_at	2.65e-09	4.36e-11	-9.8156211	15.25737	-1.37	MPZL1	myelin protein zero like 1
215465_at	2.66e-09	4.39e-11	-9.8125013	15.24977	-2.24	ABCA12	ATP binding cassette subfamily A member 12
218562_s_at	2.71e-09	4.49e-11	-9.8029752	15.22654	-1.44	TMEM57	transmembrane protein 57
202792_s_at	2.71e-09	4.51e-11	9.8010901	15.22195	1.41	PPP6R2	protein phosphatase 6 regulatory subunit 2
218868_at	2.78e-09	4.65e-11	9.7892155	15.19298	1.45	ACTR3B	ARP3 actin related protein 3 homolog B
218966_at	2.88e-09	4.82e-11	9.7740379	15.15593	3.05	MYO5C	myosin VC
219815_at	2.97e-09	4.98e-11	9.7605229	15.12291	1.42	GAL3ST4	galactose-3-O-sulfotransferase 4
214175_x_at	2.99e-09	5.04e-11	9.7554995	15.11063	1.98	PDLIM4	PDZ and LIM domain 4
221896_s_at	2.99e-09	5.07e-11	-9.7537398	15.10633	-1.02	HIGD1A	HIG1 hypoxia inducible domain family member 1A
207417_s_at	3.02e-09	5.12e-11	9.7491223	15.09504	2.96	ZNF559-ZNF177///ZNF177	ZNF559-ZNF177 readthrough///zinc finger protein 177
203256_at	3.08e-09	5.27e-11	-9.737393	15.06635	-2.08	CDH3	cadherin 3
200889_s_at	3.08e-09	5.28e-11	-9.7367169	15.06469	-1.45	SSR1	signal sequence receptor subunit 1
211685_s_at	3.08e-09	5.29e-11	9.7362396	15.06353	3.39	NCALD	neurocalcin delta
212809_at	3.18e-09	5.48e-11	-9.7218407	15.02827	-1.46	NFATC2IP	nuclear factor of activated T-cells 2 interacting protein
203622_s_at	3.18e-09	5.49e-11	-9.7209317	15.02605	-1.41	PNO1	partner of NOB1 homolog
217043_s_at	3.19e-09	5.53e-11	-9.717829	15.01845	-1.28	MFN1	mitofusin 1
222126_at	3.24e-09	5.63e-11	9.7106209	15.00079	1.87	AGFG2	ArfGAP with FG repeats 2
219440_at	3.32e-09	5.79e-11	9.6990738	14.97248	2.51	RAI2	retinoic acid induced 2
201196_s_at	3.46e-09	6.06e-11	-9.6806111	14.92718	-1.66	AMD1	adenosylmethionine decarboxylase 1
210589_s_at	3.50e-09	6.14e-11	-9.675489	14.91461	-1.80	GBAP1	glucosylceramidase beta pseudogene 1
214435_x_at	3.53e-09	6.22e-11	-9.6702346	14.9017	-1.34	RALA	RALA Ras like proto-oncogene A
202086_at	3.62e-09	6.40e-11	-9.6582118	14.87217	-3.42	MX1	MX dynamin like GTPase 1
203006_at	3.66e-09	6.49e-11	9.6528784	14.85906	1.40	INPP5A	inositol polyphosphate-5-phosphatase A
204170_s_at	3.73e-09	6.65e-11	-9.6424789	14.83348	-2.39	CKS2	CDC28 protein kinase regulatory subunit 2
208873_s_at	3.73e-09	6.65e-11	9.6424207	14.83334	1.00	REEP5	receptor accessory protein 5
211841_s_at	3.79e-09	6.78e-11	9.6350338	14.81516	2.73	TNFRSF25	TNF receptor superfamily member 25
212021_s_at	3.81e-09	6.83e-11	-9.6318367	14.8073	-2.74	MKI67	marker of proliferation Ki-67
205518_s_at	3.84e-09	6.93e-11	9.6257203	14.79224	3.60	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
43427_at	3.84e-09	6.94e-11	9.625256	14.7911	3.12	ACACB	acetyl-CoA carboxylase beta
209292_at	3.86e-09	7.00e-11	9.6220667	14.78324	2.89	ID4	inhibitor of DNA binding 4, HLH protein
203560_at	3.88e-09	7.06e-11	-9.6184388	14.77431	-2.15	GGH	gamma-glutamyl hydrolase
212813_at	3.95e-09	7.20e-11	9.6102652	14.75417	1.57	JAM3	junctional adhesion molecule 3
219946_x_at	4.01e-09	7.33e-11	9.6030547	14.7364	2.51	MYH14	myosin, heavy chain 14, non-muscle
220911_s_at	4.12e-09	7.57e-11	9.5903149	14.70499	1.54	NYNRIN	NYN domain and retroviral integrase containing
201649_at	4.16e-09	7.65e-11	-9.5857057	14.69361	-1.75	UBE2L6	ubiquitin conjugating enzyme E2 L6
213296_at	4.21e-09	7.78e-11	9.5787294	14.6764	1.72	RER1	retention in endoplasmic reticulum sorting receptor 1
208740_at	4.21e-09	7.79e-11	9.5784165	14.67563	1.42	SAP18	Sin3A associated protein 18
214070_s_at	4.23e-09	7.85e-11	-9.5751115	14.66747	-2.29	ATP10B	ATPase phospholipid transporting 10B (putative)
205074_at	4.24e-09	7.91e-11	9.5724682	14.66094	1.79	SLC22A5	solute carrier family 22 member 5
206941_x_at	4.34e-09	8.11e-11	9.561909	14.63486	2.51	SEMA3E	semaphorin 3E
219695_at	4.36e-09	8.19e-11	-9.5583394	14.62604	-1.79	SMPD3	sphingomyelin phosphodiesterase 3
221276_s_at	4.36e-09	8.20e-11	9.5577756	14.62465	2.28	SYNC	syncoilin, intermediate filament protein
208966_x_at	4.46e-09	8.44e-11	-9.5459753	14.59548	-1.38	IFI16	interferon gamma inducible protein 16
221904_at	4.46e-09	8.46e-11	9.545096	14.5933	1.44	FAM131A	family with sequence similarity 131 member A
209125_at	4.46e-09	8.47e-11	-9.5445216	14.59188	-2.31	KRT6A	keratin 6A
209543_s_at	4.54e-09	8.64e-11	9.5364363	14.57188	2.58	CD34	CD34 molecule
203128_at	4.69e-09	8.96e-11	-9.5218795	14.53585	-2.21	SPTLC2	serine palmitoyltransferase long chain base subunit 2
219689_at	4.73e-09	9.05e-11	9.5177154	14.52554	2.72	SEMA3G	semaphorin 3G
201739_at	4.84e-09	9.31e-11	-9.5063518	14.49739	-1.01	SGK1	serum/glucocorticoid regulated kinase 1
208760_at	4.84e-09	9.33e-11	9.5053245	14.49485	2.30	UBE2I	ubiquitin conjugating enzyme E2 I
201594_s_at	4.92e-09	9.51e-11	-9.497706	14.47596	-8.77e-01	PPP4R1	protein phosphatase 4 regulatory subunit 1
203233_at	5.00e-09	9.69e-11	-9.4900926	14.45708	-1.91	IL4R	interleukin 4 receptor
201487_at	5.03e-09	9.78e-11	-9.4862784	14.44762	-1.70	CTSC	cathepsin C
203801_at	5.27e-09	1.03e-10	9.4666378	14.39887	1.84	MRPS14	mitochondrial ribosomal protein S14
205384_at	5.43e-09	1.06e-10	9.4536314	14.36656	2.21	FXYD1	FXYD domain containing ion transport regulator 1
216885_s_at	5.44e-09	1.07e-10	9.4513928	14.361	9.16e-01	DCAF8	DDB1 and CUL4 associated factor 8
218128_at	5.75e-09	1.13e-10	9.4279029	14.30258	1.08	NFYB	nuclear transcription factor Y subunit beta
209685_s_at	5.75e-09	1.13e-10	9.4270071	14.30035	2.86	PRKCB	protein kinase C beta
37152_at	5.88e-09	1.17e-10	-9.4157947	14.27243	-1.25	PPARD	peroxisome proliferator activated receptor delta
204995_at	5.88e-09	1.17e-10	-9.4143607	14.26886	-2.33	CDK5R1	cyclin dependent kinase 5 regulatory subunit 1
216841_s_at	5.88e-09	1.17e-10	-9.4141537	14.26835	-2.26	LOC100129518///SOD2	uncharacterized LOC100129518///superoxide dismutase 2, mitochondrial
201303_at	6.05e-09	1.21e-10	-9.4014742	14.23676	-1.08	EIF4A3	eukaryotic translation initiation factor 4A3
204948_s_at	6.15e-09	1.23e-10	9.3938518	14.21776	1.73	FST	follistatin
203264_s_at	6.31e-09	1.27e-10	9.3824851	14.18941	1.42	ARHGEF9	Cdc42 guanine nucleotide exchange factor 9
204671_s_at	6.34e-09	1.28e-10	9.3787884	14.18019	2.51	ANKRD6	ankyrin repeat domain 6
208407_s_at	6.34e-09	1.28e-10	9.3783196	14.17902	1.05	TMX2-CTNND1///CTNND1	TMX2-CTNND1 readthrough (NMD candidate)///catenin delta 1
203072_at	6.38e-09	1.29e-10	-9.374668	14.16991	-1.74	MYO1E	myosin IE
213269_at	6.46e-09	1.31e-10	9.3686327	14.15484	2.29	ZNF248	zinc finger protein 248
220249_at	6.47e-09	1.32e-10	-9.3668107	14.15029	-3.63	HYAL4	hyaluronoglucosaminidase 4
205282_at	6.63e-09	1.35e-10	-9.3558666	14.12296	-2.14	LRP8	LDL receptor related protein 8
205417_s_at	6.79e-09	1.39e-10	9.3452109	14.09633	8.10e-01	DAG1	dystroglycan 1
206393_at	7.16e-09	1.47e-10	9.3221721	14.03871	3.24	TNNI2	troponin I2, fast skeletal type
202503_s_at	7.16e-09	1.47e-10	-9.3217878	14.03775	-2.30	KIAA0101	KIAA0101
218037_at	7.30e-09	1.51e-10	9.3130086	14.01577	1.10	FAM134A	family with sequence similarity 134 member A
202595_s_at	7.38e-09	1.53e-10	-9.3072821	14.00143	-1.22	LEPROTL1	leptin receptor overlapping transcript-like 1
204881_s_at	7.66e-09	1.59e-10	-9.2915504	13.96201	-2.82	UGCG	UDP-glucose ceramide glucosyltransferase
218120_s_at	7.75e-09	1.61e-10	-9.2859113	13.94787	-1.66	HMOX2	heme oxygenase 2
213018_at	7.78e-09	1.62e-10	9.282907	13.94033	1.53	GATAD1	GATA zinc finger domain containing 1
220599_s_at	8.01e-09	1.68e-10	-9.2695719	13.90688	-2.02	CARD14	caspase recruitment domain family member 14
212479_s_at	8.01e-09	1.68e-10	-9.2690869	13.90566	-1.44	RMND5A	required for meiotic nuclear division 5 homolog A
202934_at	8.03e-09	1.69e-10	-9.2672301	13.901	-1.59	HK2	hexokinase 2
201735_s_at	8.26e-09	1.74e-10	-9.2546258	13.86935	-1.48	CLCN3	chloride voltage-gated channel 3
201802_at	8.28e-09	1.75e-10	9.25294	13.86512	2.39	SLC29A1	solute carrier family 29 member 1 (Augustine blood group)
201523_x_at	8.29e-09	1.76e-10	-9.2509966	13.86023	-1.69	UBE2N	ubiquitin conjugating enzyme E2 N
201313_at	8.77e-09	1.87e-10	9.2276027	13.80143	3.03	ENO2	enolase 2
203234_at	8.82e-09	1.88e-10	-9.2243799	13.79332	-3.03	UPP1	uridine phosphorylase 1
203499_at	8.86e-09	1.90e-10	-9.2214978	13.78607	-1.98	EPHA2	EPH receptor A2
221539_at	8.96e-09	1.92e-10	-9.2160642	13.77239	-1.88	EIF4EBP1	eukaryotic translation initiation factor 4E binding protein 1
218157_x_at	9.05e-09	1.95e-10	-9.2107799	13.75909	-1.05	CDC42SE1	CDC42 small effector 1
207625_s_at	9.08e-09	1.96e-10	9.2086107	13.75363	1.57	CBFA2T2	CBFA2/RUNX1 translocation partner 2
202917_s_at	9.17e-09	1.98e-10	-9.2037365	13.74136	-4.41	S100A8	S100 calcium binding protein A8
216862_s_at	9.29e-09	2.01e-10	9.1974204	13.72545	6.84e-01	CMC4	C-X9-C motif containing 4
210651_s_at	9.29e-09	2.02e-10	-9.1965377	13.72322	-1.56	EPHB2	EPH receptor B2
200636_s_at	9.35e-09	2.04e-10	9.1928467	13.71392	1.27	PTPRF	protein tyrosine phosphatase, receptor type F
203778_at	9.53e-09	2.08e-10	9.1835668	13.69053	1.04	MANBA	mannosidase beta
208913_at	9.53e-09	2.09e-10	9.1828948	13.68884	1.11	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2
206134_at	9.63e-09	2.11e-10	-9.1780091	13.67652	-4.76	ADAMDEC1	ADAM like decysin 1
222102_at	9.65e-09	2.13e-10	9.175918	13.67124	2.55	GSTA3	glutathione S-transferase alpha 3
204616_at	9.81e-09	2.16e-10	-9.1685984	13.65278	-1.21	UCHL3	ubiquitin C-terminal hydrolase L3
202533_s_at	1.06e-08	2.36e-10	-9.1351763	13.56837	-2.00	DHFR	dihydrofolate reductase
201274_at	1.06e-08	2.36e-10	-9.1349889	13.5679	-1.15	PSMA5	proteasome subunit alpha 5
219503_s_at	1.07e-08	2.38e-10	-9.1313178	13.55862	-1.58	TMEM40	transmembrane protein 40
214838_at	1.09e-08	2.42e-10	-9.1239639	13.54002	-2.12	SFT2D2	SFT2 domain containing 2
47608_at	1.09e-08	2.43e-10	9.1220566	13.5352	7.62e-01	TJAP1	tight junction associated protein 1
213766_x_at	1.09e-08	2.44e-10	9.1214988	13.53378	1.13	GNA11	G protein subunit alpha 11
202787_s_at	1.13e-08	2.54e-10	-9.1046486	13.49114	-2.17	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3
217917_s_at	1.14e-08	2.56e-10	9.1017386	13.48377	8.16e-01	DYNLRB1	dynein light chain roadblock-type 1
203762_s_at	1.14e-08	2.58e-10	9.0992723	13.47753	1.33	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1
209126_x_at	1.14e-08	2.59e-10	-9.0980158	13.47435	-2.37	KRT6B	keratin 6B
205878_at	1.14e-08	2.59e-10	9.097398	13.47278	1.55	POU6F1	POU class 6 homeobox 1
204527_at	1.15e-08	2.63e-10	-9.0914904	13.45782	-2.17	MYO5A	myosin VA
202199_s_at	1.15e-08	2.63e-10	-9.0911033	13.45684	-1.41	SRPK1	SRSF protein kinase 1
200776_s_at	1.19e-08	2.72e-10	-9.0789533	13.42604	-1.49	BZW1	basic leucine zipper and W2 domains 1
201435_s_at	1.19e-08	2.74e-10	-9.0756512	13.41767	-1.69	EIF4E	eukaryotic translation initiation factor 4E
49452_at	1.19e-08	2.74e-10	9.0748053	13.41553	2.88	ACACB	acetyl-CoA carboxylase beta
204063_s_at	1.22e-08	2.81e-10	9.0660075	13.39321	2.24	ULK2	unc-51 like autophagy activating kinase 2
217721_at	1.22e-08	2.81e-10	9.0652773	13.39136	1.85	SEPT7	septin 7
201230_s_at	1.23e-08	2.85e-10	9.0598466	13.37758	1.13	ARIH2	ariadne RBR E3 ubiquitin protein ligase 2
208965_s_at	1.24e-08	2.88e-10	-9.0551431	13.36564	-2.39	IFI16	interferon gamma inducible protein 16
219151_s_at	1.25e-08	2.90e-10	9.0523538	13.35856	1.91	RABL2A///RABL2B	RAB, member of RAS oncogene family-like 2A///RAB, member of RAS oncogene family-like 2B
207381_at	1.27e-08	2.97e-10	-9.0434592	13.33598	-2.70	ALOX12B	arachidonate 12-lipoxygenase, 12R type
202688_at	1.27e-08	2.99e-10	-9.0412495	13.33036	-1.19	TNFSF10	tumor necrosis factor superfamily member 10
205044_at	1.27e-08	3.00e-10	9.0401868	13.32766	3.69	GABRP	gamma-aminobutyric acid type A receptor pi subunit
209297_at	1.27e-08	3.00e-10	9.0393867	13.32563	1.30	ITSN1	intersectin 1
201530_x_at	1.27e-08	3.00e-10	-9.0392104	13.32518	-9.14e-01	LOC101928634///SENP3-EIF4A1///SNORD10///SNORA48///SNORA67///EIF4A1	uncharacterized LOC101928634///SENP3-EIF4A1 readthrough (NMD candidate)///small nucleolar RNA, C/D box 10///small nucleolar RNA, H/ACA box 48///small nucleolar RNA, H/ACA box 67///eukaryotic translation initiation factor 4A1
220974_x_at	1.31e-08	3.10e-10	9.0265771	13.29308	1.03	SFXN3	sideroflexin 3
202918_s_at	1.35e-08	3.19e-10	-9.0151512	13.26402	-1.22	HSPE1-MOB4///MOB4	HSPE1-MOB4 readthrough///MOB family member 4, phocein
201989_s_at	1.35e-08	3.19e-10	9.0150579	13.26379	1.10	CREBL2	cAMP responsive element binding protein like 2
221207_s_at	1.35e-08	3.20e-10	9.0137848	13.26055	1.94	NBEA	neurobeachin
AFFX-HUMISGF3A/M97935_5_at	1.35e-08	3.23e-10	-9.0108494	13.25308	-3.35	STAT1	signal transducer and activator of transcription 1
213577_at	1.36e-08	3.26e-10	-9.007404	13.24431	-3.01	SQLE	squalene epoxidase
207018_s_at	1.40e-08	3.35e-10	-8.9956707	13.21445	-2.82	RAB27B	RAB27B, member RAS oncogene family
201192_s_at	1.41e-08	3.39e-10	-8.9914352	13.20366	-1.20	PITPNA	phosphatidylinositol transfer protein alpha
208737_at	1.41e-08	3.41e-10	-8.9897354	13.19933	-1.29	ATP6V1G1	ATPase H+ transporting V1 subunit G1
205774_at	1.43e-08	3.46e-10	-8.9836729	13.18389	-2.30	F12	coagulation factor XII
218677_at	1.48e-08	3.60e-10	-8.9681271	13.14427	-1.18	S100A14	S100 calcium binding protein A14
211066_x_at	1.48e-08	3.60e-10	8.9678558	13.14357	1.03	PCDHGA1///PCDHGA2///PCDHGA3///PCDHGA4///PCDHGA5///PCDHGA6///PCDHGA7///PCDHGA9///PCDHGA10///PCDHGA11///PCDHGB1///PCDHGB2///PCDHGB3///PCDHGB5///PCDHGB6///PCDHGB7///PCDHGC4///PCDHGC5///PCDHGA12///PCDHGA8///PCDHGB4///PCDHGC3	protocadherin gamma subfamily A, 1///protocadherin gamma subfamily A, 2///protocadherin gamma subfamily A, 3///protocadherin gamma subfamily A, 4///protocadherin gamma subfamily A, 5///protocadherin gamma subfamily A, 6///protocadherin gamma subfamily A, 7///protocadherin gamma subfamily A, 9///protocadherin gamma subfamily A, 10///protocadherin gamma subfamily A, 11///protocadherin gamma subfamily B, 1///protocadherin gamma subfamily B, 2///protocadherin gamma subfamily B, 3///protocadherin gamma subfamily B, 5///protocadherin gamma subfamily B, 6///protocadherin gamma subfamily B, 7///protocadherin gamma subfamily C, 4///protocadherin gamma subfamily C, 5///protocadherin gamma subfamily A, 12///protocadherin gamma subfamily A, 8///protocadherin gamma subfamily B, 4///protocadherin gamma subfamily C, 3
217284_x_at	1.48e-08	3.62e-10	8.9660478	13.13896	2.77	SERHL2	serine hydrolase-like 2
216532_x_at	1.48e-08	3.62e-10	-8.9659232	13.13865	-1.06		
208905_at	1.51e-08	3.69e-10	-8.9578978	13.11818	-8.39e-01	CYCS	cytochrome c, somatic
203746_s_at	1.52e-08	3.71e-10	-8.9561114	13.11362	-1.18	HCCS	holocytochrome c synthase
218533_s_at	1.53e-08	3.74e-10	8.9525156	13.10444	1.25	UCKL1	uridine-cytidine kinase 1 like 1
221472_at	1.54e-08	3.78e-10	8.9485706	13.09437	8.13e-01	SERINC3	serine incorporator 3
212970_at	1.54e-08	3.81e-10	8.9460829	13.08802	1.32	APBB2	amyloid beta precursor protein binding family B member 2
212246_at	1.55e-08	3.83e-10	-8.9436107	13.08171	-1.58	MCFD2	multiple coagulation factor deficiency 2
221964_at	1.55e-08	3.84e-10	8.9420975	13.07785	1.25	TULP3	tubby like protein 3
201577_at	1.59e-08	3.96e-10	-8.9302086	13.04748	-1.21	NME1	NME/NM23 nucleoside diphosphate kinase 1
206125_s_at	1.59e-08	3.97e-10	-8.9296464	13.04605	-1.92	KLK8	kallikrein related peptidase 8
214163_at	1.61e-08	4.02e-10	8.9247139	13.03344	2.09	HSPB11	heat shock protein family B (small) member 11
204733_at	1.62e-08	4.06e-10	-8.9207148	13.02322	-6.02	KLK6	kallikrein related peptidase 6
208693_s_at	1.67e-08	4.18e-10	-8.9092131	12.99381	-1.03	GARS	glycyl-tRNA synthetase
218689_at	1.67e-08	4.19e-10	8.9081569	12.99111	1.42	FANCF	Fanconi anemia complementation group F
206004_at	1.69e-08	4.25e-10	-8.9030008	12.97792	-3.48	TGM3	transglutaminase 3
213474_at	1.71e-08	4.31e-10	8.897808	12.96463	1.88	KCTD7///RABGEF1	potassium channel tetramerization domain containing 7///RAB guanine nucleotide exchange factor 1
213661_at	1.80e-08	4.56e-10	8.8755082	12.90753	3.52	PAMR1	peptidase domain containing associated with muscle regeneration 1
202806_at	1.86e-08	4.70e-10	8.8631814	12.87594	2.00	DBN1	drebrin 1
206753_at	1.86e-08	4.73e-10	-8.8607337	12.86966	-1.07	RDH16	retinol dehydrogenase 16 (all-trans)
205923_at	1.86e-08	4.74e-10	8.8604706	12.86899	2.08	RELN	reelin
214719_at	1.88e-08	4.81e-10	8.8548391	12.85455	2.14	SLC46A3	solute carrier family 46 member 3
200746_s_at	1.94e-08	4.97e-10	8.841429	12.82014	7.50e-01	GNB1	G protein subunit beta 1
213860_x_at	2.00e-08	5.14e-10	-8.8286824	12.78742	-8.22e-01	CSNK1A1	casein kinase 1 alpha 1
209456_s_at	2.01e-08	5.16e-10	-8.8269408	12.78294	-2.19	FBXW11	F-box and WD repeat domain containing 11
217795_s_at	2.02e-08	5.19e-10	8.8245657	12.77684	9.85e-01	TMEM43	transmembrane protein 43
201839_s_at	2.04e-08	5.25e-10	8.8199968	12.7651	3.25	EPCAM	epithelial cell adhesion molecule
34225_at	2.04e-08	5.27e-10	8.8189144	12.76232	8.23e-01	MIR943///NELFA	microRNA 943///negative elongation factor complex member A
209784_s_at	2.08e-08	5.39e-10	8.80989	12.73913	1.65	JAG2	jagged 2
214580_x_at	2.12e-08	5.51e-10	-8.8017603	12.71823	-2.26	KRT6C///KRT6B///KRT6A	keratin 6C///keratin 6B///keratin 6A
212875_s_at	2.14e-08	5.57e-10	8.7975821	12.70748	1.83	C2CD2	C2 calcium dependent domain containing 2
209300_s_at	2.17e-08	5.67e-10	8.7904636	12.68916	1.29	NECAP1	NECAP endocytosis associated 1
202250_s_at	2.18e-08	5.69e-10	8.7889409	12.68525	1.57	DCAF8	DDB1 and CUL4 associated factor 8
200759_x_at	2.18e-08	5.72e-10	8.7871365	12.6806	7.82e-01	NFE2L1	nuclear factor, erythroid 2 like 1
218126_at	2.20e-08	5.77e-10	8.7835991	12.6715	1.27	RMDN3	regulator of microtubule dynamics 3
215129_at	2.22e-08	5.85e-10	8.7785296	12.65845	2.92	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
